,author,likes,tags,text
828,"Cassandra Clare,",5625,"['cassandra-clare', 'city-of-bones', 'jace', 'mortal-instruments']","Don't order any of the faerie food,"" said Jace, looking at her over the top of his menu. ""It tends to make humans a little crazy. One minute you're munching a faerie plum, the next minute you're running naked down Madison Avenue with antlers on your head. Not,"" he added hastily, ""that this has ever happened to me."
829,Joan Crawford,5623,['love'],"Love is a fire. But whether it is going to warm your hearth or burn down your house, you can never tell."
830,"Vladimir Nabokov,",5615,"['humbert-humbert', 'love']","It was love at first sight, at last sight, at ever and ever sight."
831,"John Green,",5603,"['augustus-waters', 'hazel-grace']",Maybe 'okay' will be our 'always
832,"Mark Twain,",5598,"['books', 'truth']","Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't."
833,Kinky Friedman,5596,"['death', 'love']",My dear
834,Terry Pratchett,5585,"['fantasy', 'humor', 'imagination', 'literature', 'stories']",Stories of imagination tend to upset those without one.
835,C.S. Lewis,5581,"['age', 'books', 're-reading', 'reading']",No book is really worth reading at the age of ten which is not equally – and often far more – worth reading at the age of fifty and beyond.
836,"Walt Whitman,",5579,['poetry'],"Resist much, obey little."
837,"Lewis Carroll,",5569,['5569 likes'],"She generally gave herself very good advice, (though she very seldom followed it)."
838,Mortimer J. Adler,5568,"['books', 'reading']","In the case of good books, the point is not to see how many of them you can get through, but rather how many can get through to you."
839,"Louisa May Alcott,",5562,['books'],"She is too fond of books, and it has turned her brain."
840,"Rick Riordan,",5558,"['deadlines', 'humor', 'procrastinate']",Deadlines just aren't real to me until I'm staring one in the face.
841,BILL WATTERSON,5546,['calvin-and-hobbes-reality'],It's not denial. I'm just selective about the reality I accept.
842,"Veronica Roth,",5534,"['crying', 'laughter', 'options']","Sometimes crying or laughing are the only options left, and laughing feels better right now."
843,"Andrew  Boyd,",5533,"['being-loved', 'completion', 'inspirational', 'love', 'relationships']","We’re all seeking that special person who is right for us. But if you’ve been through enough relationships, you begin to suspect there’s no right person, just different flavors of wrong. Why is this? Because you yourself are wrong in some way, and you seek out partners who are wrong in some complementary way. But it takes a lot of living to grow fully into your own wrongness. And it isn’t until you finally run up against your deepest demons, your unsolvable problems—the ones that make you truly who you are—that we’re ready to find a lifelong mate. Only then do you finally know what you’re looking for. You’re looking for the wrong person. But not just any wrong person: it's got to be the right wrong person—someone you lovingly gaze upon and think, “This is the problem I want to have."
844,"Stephen Chbosky,",5525,['5525 likes'],"It's just that I don't want to be somebody's crush. If somebody likes me, I want them to like the real me, not what they think I am. And I don't want them to carry it around inside. I want them to show me, so I can feel it too."
845,William Faulkner,5519,"['courage', 'determination', 'hope', 'risk']",You cannot swim for new horizons until you have courage to lose sight of the shore.
846,"Stephen King,",5516,['writing'],The road to hell is paved with adverbs.
847,"Veronica Roth,",5512,"['divergent', 'fear']",Fear doesn't shut you down; it wakes you up
848,Olin Miller,5503,"['confidence', 'misattributed-eleanor-roosevelt', 'others', 'think', 'worry']",You probably wouldn’t worry about what people think of you if you could know how seldom they do.
849,"Anne Rice,",5501,['5501 likes'],None of us really changes over time. We only become more fully what we are.
850,"Gayle Forman,",5497,['5497 likes'],Sometimes you make choices in life and sometimes choices make you.
851,"Sarah J. Maas,",5485,"['a-court-of-mist-and-fury', 'acomaf', 'feyre', 'rhysand']","To the people who look at the stars and wish, Rhys."
852,Mahatma Gandhi,5482,"['freedom', 'humanity', 'mistakes']",Freedom is not worth having if it does not include the freedom to make mistakes.
853,"Veronica Roth,",5479,"['beatrice', 'divergent', 'humor', 'love', 'tobias']","I have something I need to tell you,"" he says. I run my fingers along the tendons in his hands and look back at him. ""I might be in love with you."" He smiles a little. ""I'm waiting until I'm sure to tell you, though."
854,Stephen King,5474,['writing'],Fiction is the truth inside the lie.
855,"Anonymous,",5473,"['faith', 'god', 'hope', 'love']","And now these three remain: faith, hope and love. But the greatest of these is love."
856,C.S. Lewis,5450,"['christianity', 'forgiveness', 'god']",To be a Christian means to forgive the inexcusable because God has forgiven the inexcusable in you.
857,"Nicholas Sparks,",5445,['love'],"You are the answer to every prayer I've offered. You are a song, a dream, a whisper, and I don't know how I could have lived without you for as long as I have."
858,George Burns,5443,"['family', 'happiness', 'humor']","Happiness is having a large, loving, caring, close-knit family in another city."
859,"Douglas Adams,",5439,"['humor', 'perspective', 'science']","The fact that we live at the bottom of a deep gravity well, on the surface of a gas covered planet going around a nuclear fireball 90 million miles away and think this to be normal is obviously some indication of how skewed our perspective tends to be."
860,Raymond Carver,5420,['5420 likes'],Woke up this morning with a terrific urge to lie in bed all day and read.
861,Mark Twain,5417,['age'],Wrinkles should merely indicate where the smiles have been.
862,Kahlil Gibran,5405,"['life', 'love', 'romance']","If you love somebody, let them go, for if they return, they were always yours. If they don't, they never were."
863,Mahatma Gandhi,5404,"['fighting', 'hurt', 'inner-peace', 'peace', 'permission', 'strength', 'trial']",Nobody can hurt me without my permission.
864,Margaret Mitchell,5393,"['expectation', 'hope', 'life']",Life's under no obligation to give us what we expect.
865,"Stephen Chbosky,",5387,['books-reading'],"It's strange because sometimes, I read a book, and I think I am the people in the book."
866,Confucious,5384,['wisdom'],"By three methods we may learn wisdom: First, by reflection, which is noblest; Second, by imitation, which is easiest; and third by experience, which is the bitterest."
867,Stephen King,5379,['writing'],"The most important things are the hardest to say. They are the things you get ashamed of, because words diminish them -- words shrink things that seemed limitless when they were in your head to no more than living size when they're brought out. But it's more than that, isn't it? The most important things lie too close to wherever your secret heart is buried, like landmarks to a treasure your enemies would love to steal away. And you may make revelations that cost you dearly only to have people look at you in a funny way, not understanding what you've said at all, or why you thought it was so important that you almost cried while you were saying it. That's the worst, I think. When the secret stays locked within not for want of a teller but for want of an understanding ear."
868,"Markus Zusak,",5371,['5371 likes'],"Like most misery, it started with apparent happiness."
869,Charles Bukowski,5353,['5353 likes'],"The problem with the world is that the intelligent people are full of doubts, while the stupid ones are full of confidence."
870,"Patrick Rothfuss,",5353,"['fear', 'name-of-the-wind', 'patrick-rothfuss', 'wisdom']","There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man."
871,Helen Keller,5347,"['by-anne-sullivan', 'emotions', 'feelings']",The best and most beautiful things in the world cannot be seen or even touched. They must be felt with the heart
872,"J.K. Rowling,",5343,"['dumbledore', 'fudge', 'minister', 'style']","You know, Minister, I disagree with Dumbledore on many counts...but you cannot deny he's got style..."
873,"Suzanne Collins,",5337,"['love', 'romance']","I can feel Peeta press his forehead into my temple and he asks, 'So now that you've got me, what are you going to do with me?' I turn into him. 'Put you somewhere you can't get hurt."
